Query,Sentence,Status,Reason,Similarity,SimilarTo
播放娱乐新闻,麻烦播放一下娱乐方面的新闻,passed,passed,,
最新财经新闻,麻烦给我来些最新的金融新闻,passed,passed,,
最新热榜新闻,麻烦给我找找当下的热榜新闻,passed,passed,,
最新科技新闻,麻烦给我找一下最新的科技动态,passed,passed,,
播放游戏新闻,麻烦播放一下游戏相关的新闻,passed,passed,,
播放教育新闻,麻烦播放教育领域的新闻,passed,passed,,
播放健康新闻,请播放养生方面的新闻,passed,passed,,
播放国际新闻,麻烦播放国际要闻,passed,passed,,
播放军事新闻,麻烦播放体育新闻,passed,passed,,
收听足球新闻,麻烦播放一下足球相关的新闻,passed,passed,,
播放篮球新闻,请播放一下NBA新闻,passed,passed,,
收听房产新闻,麻烦播放一些房地产相关的新闻,passed,passed,,
收听股票新闻,麻烦播放一下股市新闻,passed,passed,,
收听农业新闻,帮我听听涉农新闻,passed,passed,,
收听数码新闻,麻烦播放一下实时的汽车新闻,passed,passed,,
收听人文新闻,麻烦给我播放人文新闻,passed,passed,,
收听旅游新闻,麻烦给我播放一下旅游新闻,passed,passed,,
收听taihai新闻,麻烦帮我播放港澳台地区的新闻,passed,passed,,
收听运动新闻,麻烦给我播放体育赛事的最新新闻,passed,passed,,
快退40s,麻烦快退40秒,passed,passed,,
收藏,麻烦收藏一下这个餐厅,passed,passed,,
xx召回的新闻,麻烦找一下汽车召回的最新新闻,passed,passed,,
暂停,麻烦暂停一下,passed,passed,,
世界上最大的淡水湖是哪个？,麻烦查一下全球最大的淡水湖是哪个,passed,passed,,
世界上最大的哺乳动物是什么？,麻烦查询一下现存最大的哺乳动物是哪种,passed,passed,,
今天适合洗车吗,能不能告知后天适不适合洗车,passed,passed,,
天天坐办公室，肩颈酸痛，有啥适合的运动不,天天伏案工作，腰背酸痛，能不能给我推荐些合适的运动,passed,passed,,
我女朋友带我去看什么敦煌展，你给我科普一下敦煌，好让我一会在她面前装逼,请给我讲讲敦煌壁画的知识,passed,passed,,
我们公司在徐庄软件园，下周部门聚餐，有32个人，大家都开车，想提前订个位置，帮我推荐点口味清淡的饭店,我们公司在高新园区，下周五部门聚餐，大概 35 人，都开车，能提前预定，麻烦给我找几家口味不重的饭店,passed,passed,,
情人节我想带对象去吃西餐，帮我推荐些百家湖附近的,圣诞节我想和对象去吃西餐，能给我推荐些新街口附近的西餐厅吗,passed,passed,,
开高速开得有点犯困了，给我讲个故事提提神,我在国道上开车犯困了，能不能给我讲个故事提提神,passed,passed,,
推荐下玄武湖周边有健身房的酒店推荐,请给我推荐下西湖周边有温泉的酒店,passed,passed,,
推荐南京铁心桥附近能行李寄存的景点,麻烦推荐上海外滩附近能寄存行李的景点,passed,passed,,
玄武湖周边有商务中心的酒店推荐,麻烦推荐一下西湖周边有商务中心的酒店,passed,passed,,
"我想去上海玩3天,我希望行程中不包括豫园和城隍庙",我打算去上海玩3天，行程里别带上外滩和东方明珠,passed,passed,,
帮我规划一个上海三天两晚的行程,麻烦给我规划一个上海五天四晚的行程,passed,passed,,
用英文分享一个你的童年趣事？,麻烦用英文讲一个你的青年趣事,passed,passed,,
帮我用英语介绍下NBA比赛规则,麻烦用英语给我讲讲NBA比赛规则,passed,passed,,
找一位常以细腻情感表达、独特叙事的导演的电影,给我找那种擅长用细腻情感和独特叙事手法拍电影的导演拍的影片,passed,passed,,
根据我的偏好，给我讲几个故事,请依照我的喜好讲几个故事,passed,passed,,
"来一段乱世佳人里的经典对话听听
再换一段
这段是谁说的",麻烦放一段《乱世佳人》里的经典对话，换一段，再告诉我这段是谁说的,passed,passed,,
XX汽车和供应商的关系如何,麻烦详细了解一下特斯拉汽车和供应商的关系如何,passed,passed,,
播放汽车新闻,麻烦播放一下汽车相关的资讯,passed,passed,,
xx质量不高,这商品的质量实在是太差劲了,passed,passed,,
"南京女歌手，单名一个薇字的有谁
她的哪些歌比较出名
有别的版本吗
有她的最新消息吗",请帮我查一下苏州单名一个薇字的女歌手有谁，她比较出名的歌是哪些，有没有其他版本，以及她的最新消息,passed,passed,,
播些现代文化的新闻我听听,请给我播放一些当下文化的新闻,passed,passed,,
来点生态保护的新闻,麻烦给我来些生态环保方面的新闻,passed,passed,,
最近我上班路上老是堵车，烦死了，你们呢,我最近去上班的路上频繁堵车，真让人头疼，你们有这情况吗,passed,passed,,
嘿，今天过得咋样,麻烦讲下今日的整体状态哈,passed,passed,,
有没有那种做瑜伽时候听的有声书推荐,麻烦推荐些练习高温瑜伽时听的有声书,passed,passed,,
开车跑长途，路上带啥吃的顶饿又方便,麻烦给我推荐些长途开车能顶饿的能量棒,passed,passed,,
堵车的时候听啥歌能解闷儿,能不能给我推荐一些堵车时解闷的歌曲,passed,passed,,
我想开车去自驾游，哪个地方的风景好又不堵车,能不能给我找个适合自驾游的地方，最好风景好还不堵车,passed,passed,,
来个猜车标的谜语玩玩,能不能给我一个猜车标谜语解解闷,passed,passed,,
我们来玩成语接龙吧，我先开始，为所欲为,能不能现在开启成语接龙游戏呀，我先说，五湖四海,passed,passed,,
我发现路上好多车贴都特别逗，你觉得不,我看到商场停车场里好多车贴都超有趣，你觉得咋样,passed,passed,,
晚上我不敢一个人开车，给我打打气呗,我在高速上一个人开车有点怕，能给我打打气不,passed,passed,,
我一开高速就紧张，有啥好办法不,我每次在高速上开车都特别紧张，能不能帮我想个缓解的办法,passed,passed,,
你知道汽车史上有啥奇葩的发明不,请给我讲讲汽车发展过程中有啥新奇的发明,passed,passed,,
现在汽车新技术越来越多，有哪些是实用的,麻烦查一下汽车方面有啥好用的新技术,passed,passed,,
不同国家的汽车文化有啥差异,能给我介绍下欧美、亚洲等不同地区国家汽车文化的差别吗,passed,passed,,
介绍下明朝那些事儿,能不能介绍一下《资治通鉴》,passed,passed,,
柜子里面为什么会生霉？,请解释一下橱柜生霉的原因,passed,passed,,
小朋友坐车上哪个位置安全性最高？,能告诉我孕妇乘车时哪个位置安全性最高吗,passed,passed,,
南京古城墙的历史有多久？,能不能查一下北京故宫的历史有多久,passed,passed,,
来南京旅游有什么自然风光的景点？,请帮我查找一下南京的自然风光景点,passed,passed,,
南京好吃的美食有哪些？,能不能帮我查询一下上海的特色小吃有哪些,passed,passed,,
我上次开车撞到停车场闸机栏杆了，那叫一个狼狈,前阵子我开车去医院停车场，结果不小心撞到闸机栏杆了，当时那场面可尴尬了,passed,passed,,
我觉得开车就应该开手动挡，自动挡开着没劲，你觉得呢,能不能和我交流下，你觉得开手自一体挡和手动挡哪个更好？,passed,passed,,
我梦想着有一天能开着自己的车环球自驾游,我特别渴望开着爱车来一次全球的自驾游,passed,passed,,
最近新能源车起火的新闻，你咋看,你对最近商场失窃的新闻有什么看法,passed,passed,,
现在路上新能源车越来越多了，对吧,聊聊如今纯电动车的现状呗,passed,passed,,
听说以后能在网上直接买车了，靠谱吗,麻烦说下线上买车的可靠性如何,passed,passed,,
新出的AR智能眼镜好用不,能给我说说新上架的AR眼镜使用体验咋样不,passed,passed,,
你觉得汽车广告里的哪些流行元素比较能勾起人们的买车欲望,你能说说手表广告里有哪些流行元素比较能勾起人们的购买欲望,passed,passed,,
今年高考政策有变化吗,今年高考招生政策有啥变化不,passed,passed,,
怎么让小朋友轻松愉快的学习？,麻烦给我找下让少年轻松学习的方式,passed,passed,,
在线学英语的网站有哪些？,帮我搜一下在线学英语的平台,passed,passed,,
今年的LPR有啥调整吗,能不能告诉我今年的商业贷款利率有没有调整,passed,passed,,
买虚拟货币投资靠谱吗,麻烦评估一下投资比特币这类虚拟货币是否可行,passed,passed,,
5.4青年节的由来？,麻烦查一下重阳节的由来,passed,passed,,
最近新能源二手车市场行情咋样,能不能查询一下最近国产二手车市场行情,passed,passed,,
汽车工业史上有哪些传奇人物,给我找找汽车界有哪些知名的传奇人物,passed,passed,,
我这个车过个100年算不算文化遗产,帮我查下，我这汽车过个30年算不算文化遗产,passed,passed,,
佛教的起源？,能帮我查一下犹太教的起源吗,passed,passed,,
法拉利458算艺术品吗,保时捷911是不是艺术品呢,passed,passed,,
哪些艺术家擅长汽车主题,能不能搜一下擅长汽车主题的雕塑家,passed,passed,,
有没有汽车主题的文化活动可以参加,能不能帮我找找跟汽车有关的文化嘉年华活动,passed,passed,,
人工智能怎么应用？,能不能给我说说人工智能该怎么应用,passed,passed,,
心理学的发展阶段？,麻烦给我说说化学的发展阶段,passed,passed,,
朱元璋是谁啊？,能帮我查询一下李清照的信息不,passed,passed,,
2024年中非合作论坛峰会内容是？,能不能查一下2026年G20峰会的内容,passed,passed,,
骑电动车撞到人跑了算肇事逃逸吗,开车撞了路边的摩托车跑了算不算肇事逃逸啊,passed,passed,,
求解方程x²-5x+6=0,能不能帮我求解一下方程4x² - 9x + 5 = 0,passed,passed,,
国家对于新能源汽车的补贴政策还有嘛？,能不能帮我查下市级对于新能源汽车的补贴政策？,passed,passed,,
13.45和13.7哪个大,能不能帮我比较一下45.2和45.7哪个大,passed,passed,,
圆周率π的近似值是多少？,帮我查一下欧拉常数γ的近似值,passed,passed,,
请将"学而时习之，不亦说乎？"翻译成现代汉语。,能不能把'温故而知新，可以为师矣'翻译成现代汉语,passed,passed,,
旁边的粤菜馆咋样（依赖定位参数）,能给我说说周边火锅店的情况不,passed,passed,,
"前面是什么景区（依赖定位参数）
最适合什么季节去玩",请查询一下前方的展览馆信息，以及啥季节去玩合适,passed,passed,,
立春时会下雨吗,请告知春分的时候天气如何,passed,passed,,
旁边是什么公园（依赖定位参数）,能不能查一下周边的植物园信息,passed,passed,,
后天南京可要带伞,请提醒我大后天去上海带伞,passed,passed,,
查一下过年几天的天气,请查询一下过年那几天的天气,passed,passed,,
未来一周有太阳吗,能不能帮我查一下未来一周的风力情况,passed,passed,,
芜湖未来两三天的空气质量,请查询一下马鞍山未来两三天的空气质量,passed,passed,,
今年中秋节是几号,能不能帮我查一下后年中秋节的日期,passed,passed,,
现在几点了,现在的具体时间是多少,passed,passed,,
离情人节还有多少天,麻烦查下离端午节还有多少天,passed,passed,,
2025年7月11日星期几,2028年10月25号星期几呀,passed,passed,,
滕王阁序全文是啥,能不能帮我查一下岳阳楼记全文,passed,passed,,
定风波谁写的,麻烦查一下《满江红》的作者是谁,passed,passed,,
念一首宋代的诗,给我朗诵一首宋代的诗词,passed,passed,,
床前明月光的下一句,能告诉我‘大漠孤烟直’的下一句吗,passed,passed,,
北京今天限行什么号,能不能帮我查询一下深圳后天的限行号码,passed,passed,,
低头思故乡下一句,帮我查下‘大江东去’的下一句,passed,passed,,
我的浙江车牌现在在上海高速会限行吗,我浙江牌照的车在上海高速当下限行不,passed,passed,,
外地车苏F能走南京长江大桥吗,麻烦查下外地车浙C在杭州钱塘江大桥的通行规则,passed,passed,,
开长途太累了，讲个故事提提神,长途开车太困了，来个故事醒醒神,passed,passed,,
麻婆豆腐的做法视频,给我找一下糖醋排骨的做法视频,passed,passed,,
百草枯帮我百科下,能不能帮我查下草铵膦的百科信息,passed,passed,,
这一路还长，讲个故事解解闷儿,播放个故事让我路上不无聊,passed,passed,,
怕开车犯困，讲个精彩的故事,放个精彩的历史故事给我提提神,passed,passed,,
堵车堵得心烦，讲个故事让我别那么焦虑,我这会儿焦虑得不行，赶紧给我讲个故事舒缓下,passed,passed,,
堵在路上动不了了，讲个故事打发时间,帮忙播放一个故事，太无聊了,passed,passed,,
讲个有趣的故事，在堵车时乐一乐,堵车啦，快说个搞笑故事解解闷,passed,passed,,
被堵得没脾气了，讲个故事安抚我一下,我在高速上堵得心烦意乱，给我来个故事平静下心情,passed,passed,,
每天上班开车太无聊，讲个故事,麻烦给讲个有趣的故事,passed,passed,,
讲个有哲理的故事，路上思考思考,请给我讲个寓意深刻的哲理故事，路上思考一番,passed,passed,,
工作一整天开车回家，讲个故事放松下,开车有点累了，给我来个故事放松放松,passed,passed,,
"孩子在车上,讲个适合孩子的故事",给小宝贝讲个适合的故事,passed,passed,,
堵车厉害，讲个故事让我心情好点,能不能给我播放个幽默故事，让我心情好起来,passed,passed,,
给孩子讲个有教育意义的故事,给学生讲个有教育价值的故事,passed,passed,,
"讲个充满想象力的故事,让孩子发挥想象",能不能说个充满神秘色彩的故事，让孩子尽情想象,passed,passed,,
"讲个故事,一起讨论",麻烦给我讲个神话故事，随后一块儿讨论,passed,passed,,
一家人出去玩，讲个欢乐的故事,旅行的时候，能讲个欢快的故事不,passed,passed,,
讲个温馨的故事，让我享受下路上的家庭时光,能不能播放一个暖心的故事，让我享受一下此刻的时光,passed,passed,,
讲个能增长见识的故事,请给我讲个能拓宽知识面的故事,passed,passed,,
讲个令人难忘的故事，给这次家庭出游留下美好的回忆,能不能讲个励志的故事，让这次草原出游的回忆更深刻,passed,passed,,
我和我的朋友们都在车上，讲个故事活跃下气氛,能不能马上给我讲个故事活跃下气氛,passed,passed,,
讲个有关友情的故事，增进咱们的感情,能不能聊个有关同窗情的童话，增进咱们的感情,passed,passed,,
讲个好玩的故事，大家乐一乐,能不能给我来个幽默的故事,passed,passed,,
讲个故事，开启我们的话题,麻烦开启一个故事话题,passed,passed,,
讲个商务谈判的故事，给我启发下思路,能不能给我讲个商务融资的故事，启发下思路,passed,passed,,
讲个能提升个人素养的故事,能给我来个提升素养的故事吗,passed,passed,,
去谈业务，有点紧张，讲个故事我缓解下,我马上要参加辩论赛，心里紧张得很，麻烦尽快给我放个故事缓解下,passed,passed,,
今天我只能一个人出来玩，给我讲个故事排解下孤独,我一个人坐车里怪孤单的，马上给我讲个故事,passed,passed,,
讲个动人的故事，丰富下我的内心世界,能不能给我讲个温馨的故事，让我的内心更充实,passed,passed,,
讲个能让我成长的故事,请给我来个能让我进步成长的故事,passed,passed,,
讲个故事让我享受下车内独处的宁静,麻烦播放个历史故事，让我在车内享受下宁静,passed,passed,,
讲个故事给我增添些夜晚乡间小路驾驶的安全感,给我来个故事，增添点白天山区道路驾驶的安全感,passed,passed,,
这段路伸手不见五指，讲个故事度过这段路,这段路程有点长，来个故事解解闷,passed,passed,,
独自开夜车有点害怕，给我讲个故事壮壮胆,我一个人走夜路有点害怕，能给我讲个故事壮壮胆不,passed,passed,,
车外风大雨大，我的宝宝坐后排有点怕，给他讲个故事分散下注意力,我家宝宝这会儿有点不安，赶紧放个故事让他平静平静,passed,passed,,
大雨天开车艰难，来个故事鼓励下我,现在给我播放个激励故事鼓励一下,passed,passed,,
这会车外面下大雪，车开得我有点紧张，讲个故事让我放松点,外面这暴雪纷飞的，开车让我心里直发慌，你快讲个故事给我松松神经,passed,passed,,
给我的宝宝讲个童话故事,帮我的宝贝讲个民间故事,passed,passed,,
给我讲个中国科幻故事,我想听个美国科幻故事,passed,passed,,
给我讲个古代的故事,我想听个古代的神话故事,passed,passed,,
给我的宝宝讲个孙悟空的故事,能不能给我家宝贝讲个嫦娥奔月的故事,passed,passed,,
我想听晴天小猪的故事,我想听灰姑娘的故事,passed,passed,,
新街口附近有情调的西餐厅推荐,能不能推荐一下鸡鸣寺附近有特色的西餐厅,passed,passed,,
周边有没有适合家庭聚餐的中餐厅推荐,快帮我找一下附近适合同事聚餐的鲁菜馆,passed,passed,,
附近能做正宗淮扬菜的中餐厅推荐,能不能给我推荐一家周边做苏扬菜的中餐厅,passed,passed,,
周边食材新鲜的火锅店推荐,帮我推荐周边的四川老火锅店,passed,passed,,
附近有儿童套餐的火锅店推荐,能不能给我推荐附近有儿童餐的四川火锅加盟店,passed,passed,,
推荐百家湖附近能唱KTV的商场,能不能推荐鼓楼附近能唱KTV的商场,passed,passed,,
推荐南京奥体中心附近有包厢的中餐厅,请推荐广州塔附近有包厢的西餐厅,passed,passed,,
推荐华采天地提供宝宝椅的餐厅,帮我推荐虹悦城能提供宝宝椅的餐厅,passed,passed,,
徐庄软件园周边能免费停车的餐厅,请查找一下浦东软件园周边能免费停车的餐厅,passed,passed,,
南京奥体附近有大桌的餐厅推荐,麻烦给我推荐一下悉尼歌剧院附近能举办聚会的餐厅,passed,passed,,
南京奥体附近有WiFi的餐厅推荐,能不能推荐一下广州珠江新城附近有WiFi的餐厅,passed,passed,,
南京玄武湖附近有露天位的餐厅推荐,请给我推荐一下杭州西湖附近有露天位的餐厅,passed,passed,,
元通地铁站附近有10人以上大桌的餐厅推荐,能不能给我推荐夫子庙附近能坐10人以上大桌的餐厅,passed,passed,,
百家湖附近有充电宝的餐厅推荐,能不能给我推荐一下珠江路附近带充电宝的餐厅,passed,passed,,
仙林湖附近可到店自提的餐厅推荐,能不能推荐一下玄武湖附近可到店自提的餐厅,passed,passed,,
新街口附近有无障碍设施的饭店推荐,能不能推荐一下王府井附近有景观位的饭店,passed,passed,,
新街口附近有儿童游乐区的饭店推荐,能不能推荐新街口附近有儿童游乐区的日料店,passed,passed,,
这个周末我要和朋友们聚餐，8个大人，4个小宝宝，帮我推荐个仙林金鹰附近的餐厅,我打算这周末和8个大人、4个小宝宝在河西万达附近聚餐，能给我推荐个合适的餐厅吗,passed,passed,,
推荐仙林湖周边禁烟的餐厅,能不能给我推荐一下玄武湖周边禁烟的餐厅,passed,passed,,
周边可带宠物的餐厅帮忙推荐一下,能给推荐一下附近可以带宠物去的餐馆不,passed,passed,,
上海世纪公园附近可预约的火锅店推荐,能不能推荐一下北京朝阳公园附近可预约的火锅店,passed,passed,,
帮我在江宁大学城找个能吃淮扬菜然后又能和朋友开黑的地方,麻烦在夫子庙找个能吃鲁菜然后又能和朋友玩剧本杀的地方,passed,passed,,
我想喝库迪，我朋友想喝茉沏，帮我们找个仙林附近的商场,能不能帮我们找个浦口附近能喝古茗和沪上阿姨的商场,passed,passed,,
我想喝咖啡，帮我在羊山公园附近找下库迪，且可以点外卖的,我这会儿想喝咖啡，帮我在三里屯附近找家能点外卖的太平洋咖啡,passed,passed,,
我手机快没电了，给我推荐个万达茂附近人家100，评分4.5以上的烤肉店,能不能给我找个恒隆广场附近人均100，评分4.5以上的巴西烤肉店,passed,passed,,
推荐周边的加油站,能给我推荐一些周边的加氢站吗,passed,passed,,
帮我找下红枫科技园附近半夜1点还营业的烧烤店，要能堂食的那种,帮我找下世纪公园附近能外卖的烧烤店,passed,passed,,
附近的充电桩推荐,能不能给我推荐下这附近的加氢站,passed,passed,,
推荐元通地铁站附近的休闲娱乐场所,能不能给我推荐一下珠江路附近的休闲娱乐场所,passed,passed,,
推荐周边的停车场,能不能给我推荐一下附近的停车地点,passed,passed,,
附近有情侣座的电影院推荐,能不能给我推荐下周边有情侣座的电影院,passed,passed,,
推荐下新街口附近可点餐的KTV,麻烦推荐一下夫子庙附近可点餐的电影院,passed,passed,,
推荐一下百家湖附近能免费停车的电影院,帮我找一下河西附近能免费停车的电影院,passed,passed,,
推荐下新街口附近提供免费茶点的KTV,能不能推荐一下夫子庙附近提供免费水果的KTV,passed,passed,,
帮我找附近21点还营业的，评分高于4.7的按摩店,能不能给我搜一下附近评分高于4.9的足疗店,passed,passed,,
推荐下新街口附近提供酒水的休闲娱乐场所,能不能推荐下玄武湖附近提供咖啡的休闲娱乐场所,passed,passed,,
新街口周边宾客不限的休闲娱乐场所推荐,快速推荐一下中山陵周边宾客不限的休闲娱乐场所,passed,passed,,
推荐仙林湖周边可观影的休闲娱乐场所,能给我推荐仙林湖附近能看电影的娱乐场地吗,passed,passed,,
百家湖附近提供零食的休闲娱乐场所推荐,请给我推荐一下鼓楼区附近有甜品的休闲娱乐场所,passed,passed,,
附近提供充电线的休闲娱乐场所推荐,帮我找一下附近能充电的书店,passed,passed,,
周边有共享充电宝的休闲娱乐场所推荐下,能不能给我推荐周边有书店的休闲场所,passed,passed,,
新街口附近有巨幕厅的电影院推荐,能不能给我找个新街口附近有巨幕厅的放映厅,passed,passed,,
推荐新街口周边有沙发位的休闲娱乐场所,能不能推荐一下玄武湖周边带躺椅的休闲场所,passed,passed,,
推荐新街口周边有卡座的休闲娱乐场所,帮我找找中山陵周边有私密空间的休闲娱乐场所,passed,passed,,
附近有VIP影厅的电影院帮忙推荐下,能不能推荐几家附近有IMAX影厅的电影院,passed,passed,,
新街口附近有简餐的休闲娱乐场所推荐,能不能推荐一下玄武湖附近有咖啡的休闲娱乐场所,passed,passed,,
推荐新街口周边无最低消费的休闲娱乐场所,能不能给我推荐一下玄武湖周边无最低消费的休闲娱乐场所,passed,passed,,
附近可带宠物的休闲娱乐场所推荐,能不能给我推荐些附近宠物能进的咖啡馆,passed,passed,,
天隆寺地铁站附近有娃娃机的休闲娱乐场所推荐,能不能推荐鸡鸣寺地铁站附近有剧本杀的娱乐场所,passed,passed,,
天隆寺地铁站附近有一次性床单的休闲娱乐场所推荐,能不能推荐奥体中心地铁站附近能提供一次性洗漱用品的休闲场所,passed,passed,,
新街口附近提供啤酒的休闲娱乐场所推荐,请推荐一下中山陵附近提供威士忌的休闲娱乐场所,passed,passed,,
天隆寺地铁站附近有一次性毛巾的休闲娱乐场所推荐,麻烦推荐一下鼓楼地铁站附近有一次性剃须刀的休闲娱乐场所,passed,passed,,
推荐天隆寺地铁站附近有一次性洗浴用品的休闲娱乐场所,请给我推荐鼓楼地铁站附近有茶室的休闲场所,passed,passed,,
推荐下天隆寺地铁站附近有儿童游乐区的休闲娱乐场所,能不能推荐一下中山陵附近有儿童游乐区的休闲娱乐场所,passed,passed,,
周边有驻唱的休闲娱乐场所推荐,请给我推荐周边有乐队演出的休闲地方,passed,passed,,
帮我推荐新街口有简餐、能观影还可以免费停车的休闲娱乐场所,能不能给我推荐新街口有咖啡、能玩桌游还能免费充电的休闲场所,passed,passed,,
附近有泳池的酒店推荐,能帮我找找这附近有泳池的酒店吗,passed,passed,,
周边交通便利的酒店推荐,给我推荐周边交通便捷的民宿,passed,passed,,
推荐玄武湖附近的五星级酒店,帮我推荐一下黄山附近的三星级酒店,passed,passed,,
朱家尖能看到海景的民宿推荐,能给我推荐一下三亚能看到海景的民宿吗,passed,passed,,
周边有棋牌室的酒店推荐,能给我推荐下周边带棋牌室的旅馆吗,passed,passed,,
玄武湖周边有酒吧的酒店推荐,能不能给我推荐一下八达岭长城周边有温泉的酒店,passed,passed,,
推荐下玄武湖周边有泳池的酒店推荐,帮我找一下洱海周边有泳池的酒店,passed,passed,,
玄武湖周边有咖啡厅的酒店推荐,能不能推荐一下紫金山周边有健身房的酒店,passed,passed,,
推荐下玄武湖周边有KTV的酒店推荐,能不能给我推荐下国家大剧院周边带健身房的度假村,passed,passed,,
玄武湖周边有会议厅的酒店推荐,能给我推荐莫愁湖周边有会议厅的酒店吗,passed,passed,,
玄武湖周边接待外宾的酒店推荐,能不能给我推荐一下外滩周边接待外宾的酒店,passed,passed,,
玄武湖周边有大堂吧的酒店推荐,能不能推荐一下长城周边有餐厅的酒店,passed,passed,,
推荐下南京奥体中心附近有spa服务的酒店,能不能给我推荐下杭州西湖附近有亲子活动设施的酒店,passed,passed,,
