Query,Sentence,Status,Reason,Similarity,SimilarTo
推荐下南京奥体中心附近有叫醒服务的酒店,麻烦推荐一下故宫附近有免费停车场的酒店,passed,passed,,
南京奥体中心周边提供租车服务的酒店推荐,能不能推荐一下深圳世界之窗周边提供租车服务的酒店,passed,passed,,
南京奥体中心周边提供行李寄存服务的酒店推荐,给我推荐一下故宫周边能寄存行李的酒店,passed,passed,,
南京奥体中心周边提供机器人服务的酒店推荐,能不能推荐一下杭州西湖周边提供特色早餐服务的酒店,passed,passed,,
南京奥体中心周边提供送餐服务的酒店推荐,能不能给我推荐一下杭州西湖周边提供送餐服务的酒店,passed,passed,,
推荐下南京奥体中心附近能快速入住退房的酒店,请推荐一下杭州西湖附近能快速入住退房的酒店,passed,passed,,
推荐下南京奥体中心附近有洗衣服务的酒店,能不能给我推荐下广州塔附近有游泳池的酒店,passed,passed,,
推荐东方明珠附近有儿童乐园的酒店,麻烦推荐一下故宫附近带儿童活动区的酒店,passed,passed,,
推荐青岛第一海滨浴场周边有水上乐园的酒店,请推荐大连星海广场浴场周边有海景房的酒店,passed,passed,,
推荐下南京奥体中心附近有接站服务的酒店,请推荐一下广州塔附近有免费停车场的酒店,passed,passed,,
南京奥体中心周边有儿童牙刷的酒店推荐,请帮我推荐一下杭州西湖周边有儿童自行车的酒店,passed,passed,,
南京奥体中心周边提供儿童玩具的酒店推荐,请推荐广州塔周边提供儿童玩具的酒店,passed,passed,,
南京奥体中心周边有儿童拖鞋的酒店推荐,请给我推荐广州奥体附近有儿童毛巾的酒店,passed,passed,,
周边有母婴室的景点推荐,麻烦给我推荐周边有母婴室的博物馆,passed,passed,,
帮我推荐夫子庙附近可快速入住、有机器人送餐的酒店,麻烦给我推荐瞻园附近能快速入住、有机器人送餐的酒店,passed,passed,,
附近有卫生间的自然风光景点推荐,能不能给我推荐附近带卫生间的博物馆景点,passed,passed,,
推荐附近有吸烟区的景点,能不能推荐一下周边有吸烟区的景区,passed,passed,,
推荐附近有自动贩卖机的景点,帮我推荐下周边有超市的景点,passed,passed,,
推荐周边有储物柜租赁的景点,能不能推荐周边有物品存放处的景点,passed,passed,,
南京安德门附近有礼品商店的景点推荐,能不能给我推荐一下杭州西湖附近有礼品店的景点,passed,passed,,
推荐南京铁心桥附近可停车的景点,能不能给我推荐一下广州珠江新城附近可停车的景点,passed,passed,,
推荐附近有景区讲解的景点,能不能给我推荐一些附近带讲解的博物馆,passed,passed,,
周边提供导游服务的景点推荐,能不能给我推荐周边带导游服务的公园,passed,passed,,
推荐万达茂附近有保安服务的景点,能不能给我推荐一下王府井附近有安保保障的景点,passed,passed,,
推荐周边可带宠物的景点,能不能给我介绍几个周边宠物能去的自然风景区,passed,passed,,
推荐天隆寺地铁站附近免费开放的景点,能不能推荐一下中山陵附近免费的景点,passed,passed,,
推荐周边无需取票的景点,能不能给我介绍些周边免取票的展览馆,passed,passed,,
推荐南京农业大学卫岗校区周边的5A级景点,帮我推荐一下清华大学五道口校区周边的5A级景点,passed,passed,,
帮我推荐南京奥体附近有导游和讲解的免费景点,请帮我推荐杭州西湖附近有导游讲解的免费景点,passed,passed,,
推荐一些能带孩子接受爱国主义教育的地方,帮我找找能让孩子接受爱国主义教育的纪念馆,passed,passed,,
推荐些万达茂附近的图书馆,帮我推荐下世纪广场附近的展览馆,passed,passed,,
"1.给我推荐些新街口附近的KTV
2.要量贩式的然后靠着地铁口的",麻烦给我找找珠江路附近的KTV,passed,passed,,
有视频时,麻烦在有视频资源时提醒我,passed,passed,,
周边中餐厅推荐,请帮我找一些周边的烧烤店,passed,passed,,
我想去采蓝莓，帮我推荐一下仙林湖周边有没有,能不能给我推荐下仙林湖周边能采摘蓝莓的地方,passed,passed,,
美食/地方菜/北京菜等支持的POI品类举例,能不能给我举例一些川菜的POI品类,passed,passed,,
图片和视频都没有时,描述一下图片和影像都缺失的情况,passed,passed,,
点击APP窗口外空白区域,能不能点击APP窗口之外的区域,passed,passed,,
没有视频时,当视频处于暂停状态时,passed,passed,,
去广州旅游三天行程规划,能不能规划一个去成都旅游三天的行程,passed,passed,,
去上海旅游三天行程规划,能不能帮我规划一下去杭州旅游三天的行程,passed,passed,,
丽江五日行程规划,帮我规划一下三亚三日的行程,passed,passed,,
安吉三日游行程规划,请帮我搞一个合理的千岛湖三日游行程规划,passed,passed,,
我想暑假带孩子去西安玩7天，帮我规划一下,麻烦规划一下暑假带孩子去成都玩7天的行程,passed,passed,,
帮我规划上海行程,麻烦帮我规划一下国家大剧院的行程,passed,passed,,
帮我规划上海三天行程,能不能帮我规划一下广州五天的旅行行程,passed,passed,,
帮我规划一个新加坡五天游玩的行程,我想让你规划一个澳大利亚四天游玩的行程,passed,passed,,
广州自然风光的三日行程规划,麻烦规划一下桂林自然三日游行程,passed,passed,,
"帮我规划一个云南五日行程
",能不能帮我规划一个丽江五日行程,passed,passed,,
上海周末适合带孩子去哪里玩,能不能帮我找一下上海周末带娃游玩的游乐场,passed,passed,,
"帮我规划一个北京五日行程
",帮我规划一个国家大剧院五日行程,passed,passed,,
第一天我想去故宫,第一天我想去天安门,passed,passed,,
添加新的景点,帮我添加新的景点，比如颐和园,passed,passed,,
我想暑假去,我想暑假去博物馆逛逛,passed,passed,,
帮我规划一个南京五日行程,我想让你规划一个北京五日的旅游行程,passed,passed,,
我想去自然风光类的景点,能不能帮我找个有美丽湖泊的自然景区,passed,passed,,
明孝陵我去过了，帮我换一个,我去过明孝陵了，能不能给我换成中山陵,passed,passed,,
帮我介绍下故宫,麻烦介绍一下天坛,passed,passed,,
故宫门票多少钱,麻烦查一下国家大剧院门票多少钱,passed,passed,,
删除行程,能不能把明天的行程删除,passed,passed,,
玉龙雪山几点到几点开,能不能帮我查下黄山几点到几点开放,passed,passed,,
帮我规划一个五一丽江五日行程,帮我弄一个五一去泸沽湖的五日行程安排,passed,passed,,
"我想去上海玩儿三天,有什么推荐的路线?",我想去广州玩儿三天，能给我推荐些合适的路线不？,passed,passed,,
行程中删除添加的美食地点,能不能把行程里添加的赛百味地点删掉,passed,passed,,
"我想带孩子在上海玩三天,可以帮我规划一下吗?",我想带孩子在北京玩三天，能帮忙规划下行程吗？,passed,passed,,
"我想和男朋友去扬州玩3天,帮我规划一下行程",我打算和男朋友去南京玩3天，能帮我规划下行程不,passed,passed,,
"我要去南昌玩三天,帮我规划一个休闲放松的行程",我打算去景德镇玩三天，麻烦帮我规划个能休闲放松的行程,passed,passed,,
"帮我规划一个上海三日游计划,要有迪士尼乐园和东方明珠",能不能帮我规划一个上海三日游计划，把迪士尼乐园和豫园安排进去,passed,passed,,
我后天想去上海玩两天帮我规划一下行程,能不能帮我规划一下我后天去杭州玩两天的行程,passed,passed,,
下个月1号我想去北京玩两天，帮我规划一个行程,能不能在下个月1号帮我规划一个去国家大剧院玩两天的行程,passed,passed,,
国庆节想去北京玩一周,国庆节想去国家大剧院玩一周,passed,passed,,
查看一下东方明珠广播电视塔,查看一下广州塔,passed,passed,,
三月下旬想去北京玩3天,帮我规划一下三月下旬去国家大剧院玩3天的行程,passed,passed,,
第二个地点周边的美食都有什么?,能不能告诉我第二个地点周边都有啥特色美食,passed,passed,,
看一下第三天的日程,帮我瞧瞧第三天的日程安排,passed,passed,,
最后一个地点放到第一位,能不能把最后一个地点（颐和园）放到第一位,passed,passed,,
把第二天的行程提前一天,能不能把后天去博物馆的行程提前到明天,passed,passed,,
第一天和第二天换一下,能不能把第一天和第二天的行程换一下,passed,passed,,
第一个地点和第二个换一下位置,能不能把第一个地点（颐和园）和第二个地点（美术馆）交换一下位置,passed,passed,,
把豫园放到东方明珠广播电视塔前面,请把外滩放到环球金融中心前面,passed,passed,,
第二天添加一个酒店,能不能在第二天加个客栈,passed,passed,,
帮我删掉第一个景点,帮我把第一个博物馆删掉,passed,passed,,
第一天帮我加上迪士尼,请在行程的第一天加上国家大剧院,passed,passed,,
搜一下第二个景点周边美食,帮我搜索一下第二个景点周边的烧烤店,passed,passed,,
最后一个地点不想要了,我想把最后那个地点（比如博物馆）去掉,passed,passed,,
我想每天背20个新单词，能帮我安排吗,请帮我规划一下，让我每日背20个新单词,passed,passed,,
将第二天的酒店删除,能不能把后天订的酒店给删了,passed,passed,,
给我讲讲现在完成时的语法怎么用,能不能给我讲讲现在进行时的语法使用方法,passed,passed,,
我想练习在餐厅点餐的英语对话,我打算仔细练习在西餐厅点餐的英语对话,passed,passed,,
给我讲讲现在完成时和现在完成进行时的区别,能不能给我讲讲现在完成时和现在完成进行时的区别,passed,passed,,
让我模仿这个句子读一下，看看我读得对不对,让我照着这个句子读一遍，看看发音对不对,passed,passed,,
我想练习在商场购物的英语对话,我想练练在购物中心购物的英语对话,passed,passed,,
来一段乱世佳人里的经典对话听听,能不能播放一段《乱世佳人》里的精彩对话听听,passed,passed,,
播放一段著名电影的原声台词，让我猜猜是哪部电影,能不能播放一段热门电影的原声台词，让我猜猜是哪部电影,passed,passed,,
帮我纠正一下我‘th’这个音的发音,能不能帮我纠正一下我‘sh’这个音的发音,passed,passed,,
放一段英语新闻，考考我听懂了多少,给我来一段福克斯新闻的英语报道，看看我能听懂多少,passed,passed,,
用英文帮我介绍下法国大革命,能用英文给我讲讲法国热月革命吗,passed,passed,,
来一些英语六级考试听力真题,给我来点英语六级听力的真题,passed,passed,,
给我一段机场的英语对话听力,能不能给我一段高铁站的英语对话听力,passed,passed,,
我要学习商务谈判中的常用英语句子,能不能给我找些商务协商中常用的英语句子,passed,passed,,
讲讲学术论文里怎么引用文献的英语表述,能不能告诉我学术专著里引用参考文献用英语咋说,passed,passed,,
教教我在酒店办理入住的英语怎么说,请教教我在旅馆办理入住的英语咋说,passed,passed,,
教教我如果在国外护照丢了怎么用英文寻求帮助,请告诉我在国外旅行期间身份证丢了怎样用英文求助,passed,passed,,
我想学习一些汽车零部件的英文名,我希望学习一些汽车配件的英文名,passed,passed,,
我有一个外国朋友要做核磁共振，帮我用英语给他介绍下注意事项,能不能用英语帮我给外国友人介绍下超声检查的注意事项,passed,passed,,
"Should friends be honest with each other?
教教我在酒店办理入住的英语怎么说",麻烦教教我在旅店办理入住的英语咋说,passed,passed,,
有本小说主人公是个孤独的少年，有奇幻经历，求书名,请帮忙找一本主角是孤僻少年，经历奇幻故事的小说书名,passed,passed,,
有一部小说讲的是家族兴衰，主角历经磨难，是什么书,请帮我找出一本描述家族兴衰，主角饱经磨难的小说,passed,passed,,
找一部风格压抑、充满隐喻的文学作品,能不能给我找一部氛围阴沉、隐喻丰富的文学作品,passed,passed,,
有部描写古代宫廷斗争的小说，是哪个朝代的,那本写古代后宫争斗的小说，故事发生在哪个朝代啊,passed,passed,,
有部电影是关于时空穿越拯救世界的，叫啥,能不能告诉我一部关于时空穿越拯救宇宙的影片叫啥,passed,passed,,
找一位擅写人性挣扎、文字犀利的作者的作品,能不能给我找找那些擅长展现人性挣扎、文字泼辣的作者的著作,passed,passed,,
有一部有一个白人光头男开着车整天飙车的美国电影,推荐一部有个白人光头男在欧洲整天飙车的外国电影,passed,passed,,
有部90年代的爱情文艺片，名字是？,给我找几部上世纪90年代的爱情文艺影片,passed,passed,,
周星驰主演的有四大才子的电影是什么,能告诉我周星驰主演，里面有四大才子的影片是啥不,passed,passed,,
有首歌是关于青春梦想的，旋律轻快，是哪首,麻烦找一首关于青春憧憬、节奏轻快的歌是哪首,passed,passed,,
有首歌歌词里有远方的路，歌名是什么,能不能帮我查下，歌词里有‘远方的路’的那首歌叫啥,passed,passed,,
找一首具有民族风又融合现代节奏的歌曲,麻烦搜一首带有现代节奏的民族曲风歌曲,passed,passed,,
有首80年代节奏感强的摇滚歌曲，求歌名,请告诉我一首80年代节奏强烈的朋克摇滚歌曲的歌名,passed,passed,,
32路还是穿过挹江门是什么歌的歌词,麻烦查一下‘32路还是穿过玄武门’是哪首歌的歌词,passed,passed,,
找一位嗓音沙哑、擅唱抒情摇滚的歌手的歌,能不能查找一下嗓音沙哑、擅唱民谣摇滚的歌手的歌,passed,passed,,
南京女歌手，单名一个薇字的有谁,给我说说上海单名一个薇字的女歌手有谁,passed,passed,,
"有个小男孩在魔法学学校,戴着眼镜,和他的小伙伴一起冒险,对抗邪恶势力",请讲一讲，有个戴眼镜的小男孩在魔法王国里，和伙伴们一起冒险，对抗黑暗势力的故事,passed,passed,,
准确识别播放中/哼唱歌词名称;"能识别出现在放的这首歌吗?",能识别一下这会儿放的歌曲叫啥不,passed,passed,,
"菊花残,满地伤是什么歌的歌词",能告诉我‘菊花谢，满地殇’这句类似的歌词是哪首歌里的吗,passed,passed,,
辨别播放歌曲/哼唱的歌词的演唱者;"告诉我这歌是谁唱的?",请问，这首正在哼唱的歌曲是谁唱的,passed,passed,,
抓取歌曲中/哼唱的歌词内容;"帮我找出这首歌的歌词",能不能帮我提取出这首乐曲的歌词,passed,passed,,
确定歌曲/哼唱歌词的音乐风格;"这歌属于什么风格?",能告诉我这段旋律的音乐风格不,passed,passed,,
按照音乐风格推荐歌曲;"推荐点爵士风格的歌",帮我推荐一些古典风格的歌曲,passed,passed,,
推送当前热门歌曲;"给我推荐几首热门的歌",能给我推荐几首当下超火的歌曲不,passed,passed,,
"根据不同场景推荐合适歌曲;""开车时适合听什么歌,推荐一下""",能不能推荐一些适合长途开车时听的歌曲,passed,passed,,
根据模糊描述搜索歌曲;"找一首旋律欢快的歌",麻烦搜一首旋律轻松的歌曲,passed,passed,,
"依据心情推荐相关歌曲;""心情低落,推荐能振奋的歌""",能不能给我推荐些能让心情好起来的歌曲，我现在心情很低落,passed,passed,,
"通过哼唱歌词片段搜索歌曲;""我记得一句歌词,帮我找歌""",麻烦根据我哼的歌词查一下是哪首歌,passed,passed,,
按照音乐类型搜索;"找流行音乐",麻烦帮我找一下古典音乐,passed,passed,,
根据模糊描述搜索歌曲;"找周杰伦的歌",麻烦给我搜一下王力宏的歌,passed,passed,,
和我聊聊我感兴趣的领域,我希望能和你交流一下我感兴趣的那些领域,passed,passed,,
"如果一个数字乘以5然后加上6，结果是34，那么这个数字是什么？
这个数再乘以2呢，是多少",要是一个数字先乘以5，接着加上6得到34，那这个数字是啥，再把它乘以2是多少,passed,passed,,
"给我讲个安徒生童话
再换一个故事讲讲",请给我讲个王尔德童话，再换个故事讲讲,passed,passed,,
"讲讲篮球新闻
最近一场比赛湖人队赢了吗
詹姆斯数据如何
你觉得这份合同到期后他会退役吗",帮我讲讲篮球新闻，最近一场比赛勇士队赢了吗，库里数据如何，你觉得这份合同到期后他会退役吗,passed,passed,,
"周边中餐厅推荐
它家有包厢吗
有啥特色菜推荐",能不能帮我找找周边日料店的信息,passed,passed,,
推荐我感兴趣的餐厅,能不能给我推荐几家我感兴趣的日料店,passed,passed,,
帮我点个外卖,能不能帮我点一份赛百味的外卖,passed,passed,,
根据我的个性特点和需求，我需要提升哪块的英语能力,结合我的个性和需求，麻烦帮我分析下该提升哪块英语能力,passed,passed,,
我对哪些类型的文学影视歌曲作品感兴趣,麻烦告诉我我对哪些类型的小说、影视剧、歌曲作品感兴趣,passed,passed,,
字节跳动训练了你吗,百度训练了你吗,passed,passed,,
那个比亚迪仰望这个车怎么样,给我讲讲比亚迪仰望这车的情况如何,passed,passed,,
XX汽车自燃的原因是什么,请帮我查询一下宝马汽车自燃是啥原因,passed,passed,,
你的开发者是谁,麻烦告知一下你的开发者是谁,passed,passed,,
XX汽车质量差的原因是什么,能不能给我讲讲宝马汽车质量差的原因是什么,passed,passed,,
黄色的网站给一些,能不能给我一些成人文学的网站,passed,passed,,
你是如何被训练的呢,能给我讲讲你训练的过程是怎样的吗,passed,passed,,
来点国际时政新闻听听,能给我播放些国际时事政治新闻吗,passed,passed,,
播播本地的时政新闻,给我播放本地的社会时政新闻,passed,passed,,
给我讲讲国内的时政新闻,帮我播报一下国内的时政消息,passed,passed,,
说一说股市的新闻,能跟我讲讲股票的消息不,passed,passed,,
来些投资理财的新闻,能不能给我来点债券投资的新闻,passed,passed,,
放放企业动态的新闻,能不能播放一些企业动态的新闻,passed,passed,,
讲讲行业趋势的新闻呗,能不能给我讲讲科技行业趋势的新闻,passed,passed,,
来点儿足球赛事的新闻,请给我提供一些英超赛事的新闻,passed,passed,,
讲讲NBA交易的新闻,能不能给我讲讲近期NBA球员交易的新闻,passed,passed,,
播放综合体育新闻,马上给我播放综合体育新闻,passed,passed,,
给我播播影视方面的新闻,帮我播放一些电视剧方面的新闻,passed,passed,,
说说体育明星的新闻,能给我说说体育界知名人物的新闻吗,passed,passed,,
来点儿明星八卦的新闻,能不能给我来点明星的花边新闻,passed,passed,,
讲讲最新的音乐资讯,能不能给我介绍下当下最新的音乐资讯,passed,passed,,
放点热点综艺新闻,能播放些当下超火的综艺消息不,passed,passed,,
来点互联网的新闻听听,请播放一些互联网领域的最新新闻,passed,passed,,
讲讲最新的游戏新闻,现在给我说说最新的游戏动态,passed,passed,,
说说人工智能的新闻呀,能不能分享一些人工智能的新闻,passed,passed,,
讲讲前沿创新的新闻,能不能给我讲讲前沿生物创新的新闻,passed,passed,,
我要听汽车行业的新闻,麻烦给我来些汽车产业的新闻,passed,passed,,
说说最近的农业新闻,能不能给我播报一下最新的农业消息,passed,passed,,
我要听最新股票新闻,麻烦给我来点儿最新的股市新闻,passed,passed,,
讲讲最新数码新闻,快速给我说说当下的数码新鲜事,passed,passed,,
我要听最新taihai局势新闻,麻烦播放一下最新的台海局势消息,passed,passed,,
来点人文新闻听听,能不能给我来些历史人文类的新闻听听,passed,passed,,
讲讲最新房产新闻,请给我播报一下最新的楼市新闻,passed,passed,,
放些民生百态的新闻,给我播放一些市井生活的新闻,passed,passed,,
来听听公益活动的新闻,能不能播放一些公益活动的最新新闻,passed,passed,,
播播治安法治的新闻,播放一些社会治安与法治领域的新闻,passed,passed,,
最近新闻里有啥突发事件,能不能给我说下最近报道里有啥突发新闻,passed,passed,,
给我讲讲传统文化的新闻,能跟我讲点有关传统艺术文化的新闻不,passed,passed,,
说一说高考资讯的新闻,给我说说高考相关的新闻报道,passed,passed,,
讲讲文学创作的新闻,能不能给我说说跟文学创作有关的新闻,passed,passed,,
讲讲教育培训的新闻,能不能给我说说教育行业的最新消息,passed,passed,,
我要听医疗改革的新闻,我想收听娱乐板块的新闻,passed,passed,,
放些校园生活相关的新闻,给我播放一些校园动态方面的新闻,passed,passed,,
来点儿留学动态的新闻,帮我找找出国深造动态的新闻,passed,passed,,
播播养生保健新闻,播放一些养生健康方面的新闻,passed,passed,,
讲讲心理健康的新闻,给我来些心理健康相关的新闻,passed,passed,,
说说疾病防治的新闻,给我说说传染病防治的新闻,passed,passed,,
我想听国际新闻,我现在想听热门的国际新闻,passed,passed,,
讲些最新的武器装备新闻,能不能说些最新的军事装备方面的消息,passed,passed,,
给我播播国内军事的新闻,给我来点儿国内军事的新闻,passed,passed,,
放些军事战略的新闻,给我播放一些军事策略方面的新闻,passed,passed,,
一起听听国际军事的新闻嘛,一起听听有关国际军事的消息吧,passed,passed,,
播播节能减排的新闻,给播播环保节能的新闻,passed,passed,,
讲讲可持续发展的新闻,能不能给我讲讲关于绿色发展的新闻,passed,passed,,
说一说污染治理的新闻,能给我说说水污染治理的新闻吗,passed,passed,,
给我讲讲国内旅游的新闻,能给我讲讲国内旅游的新鲜事儿吗,passed,passed,,
讲讲旅游攻略方面的新闻,能不能给我讲讲旅行攻略方面的最新新闻,passed,passed,,
来听听国际旅游的新闻嘛,请给我播放一些海外旅游的新闻,passed,passed,,
播放热门景点相关的新闻,能不能播放一下国家大剧院这类热门景点的新闻,passed,passed,,
AI新闻补充兜底,尽快对AI新闻进行补充兜底,passed,passed,,
来点亚冬会新闻听听,麻烦给我播放一些亚冬会的体育新闻,passed,passed,,
"我要听新闻
下一条/上一条/暂停/播放/第三条",能不能给我播放新闻，然后跳到第三条,passed,passed,,
我要听新闻,麻烦给我来一段体育新闻,passed,passed,,
"我要听新闻
后台播放",我想让它在后台播放体育新闻,passed,passed,,
最近有什么新鲜事,麻烦告诉我最近有啥新鲜的事儿,passed,passed,,
今天有什么新闻,给我讲讲今天都有啥新闻,passed,passed,,
宁波有什么新闻,麻烦查一下温州的新闻,passed,passed,,
给我来点娱乐新闻,能不能给我弄点娱乐方面的消息,passed,passed,,
跟我说两条最热的新闻,能不能给我来两条当下热度最高的新闻,passed,passed,,
来三条欧冠的资讯,麻烦找三条欧冠的消息,passed,passed,,
我要听体育新闻,麻烦给我来一段体育方面的新闻,passed,passed,,
这个新闻是在哪里发生的?,这个报道是在什么地方发生的,passed,passed,,
播放今日股票新闻,立刻给我播放今天的股市新闻,passed,passed,,
bayichongtu的最新进展如何,帮我了解下巴以冲突目前的最新情况,passed,passed,,
这个新闻的原因是什么?,能不能给我说说这条消息的原因是什么,passed,passed,,
最新财经新闻,能不能给我播报一下最新的财经动态,passed,passed,,
播放娱乐新闻,赶紧播放一下娱乐新闻,passed,passed,,
播放游戏新闻,能不能播放一些电竞游戏的新闻,passed,passed,,
播放教育新闻,给我播放一下教育界的实时新闻,passed,passed,,
播放健康新闻,能不能播放一些健康养生类的新闻,passed,passed,,
播放国际新闻,给我播放国际时事新闻,passed,passed,,
收听足球新闻,能不能给我播放一些国际足球的新闻,passed,passed,,
播放篮球新闻,帮我播放一下CBA的新闻,passed,passed,,
收听数码新闻,给我播放热门的数码新闻,passed,passed,,
收听股票新闻,帮我播放一些股票市场的新闻,passed,passed,,
收听房产新闻,能不能给我播放一些楼市方面的新闻,passed,passed,,
收听农业新闻,麻烦给我播放一些农业方面的新闻,passed,passed,,
收听taihai新闻,给我播放一下两岸地区的新闻,passed,passed,,
收听旅游新闻,现在给我播放旅游新闻,passed,passed,,
收听人文新闻,我想收听文化新闻,passed,passed,,
收听运动新闻,我想听点体育方面的新闻,passed,passed,,
快退40s,赶紧快退40秒,passed,passed,,
暂停,暂时暂停一下,passed,passed,,
收藏,能不能帮忙收藏这个展览馆,passed,passed,,
xx召回的新闻,请查找一下电子产品召回的新闻,passed,passed,,
